Id,SalePrice
1461,124761.9856272319
1462,153993.74555622519
1463,179496.98415156876
1464,182566.52590315684
1465,197326.43888597697
1466,182231.97090052022
1467,165438.8301710356
1468,174309.1667408705
1469,184102.08442121252
1470,123840.05140305245
1471,195719.28079516353
1472,90108.74366302474
1473,95067.71959509564
1474,153281.025378288
1475,152367.48142221876
1476,366173.2322277826
1477,255091.12254074076
1478,309209.6821629338
1479,235295.1353628144
1480,475753.7066734413
1481,307095.27944724174
1482,206327.90560585965
1483,175705.65082601382
1484,181866.38339806296
1485,170292.39165178096
1486,194654.82346191583
1487,317173.592020199
1488,231422.1976284159
1489,212395.00268878965
1490,191491.2466325593
1491,192270.41667643157
1492,101267.67903721442
1493,175969.1334514917
1494,296777.71267989144
1495,293923.40491119743
1496,227659.27961036842
1497,189592.95873643257
1498,151997.46842507945
1499,152568.2567474901
1500,156680.6698109765
1501,174672.94862178582
1502,168212.98776950382
1503,287466.68488595425
1504,235436.2303052367
1505,216117.64630547643
1506,184024.76107075685
1507,206776.0604940986
1508,202128.6527915815
1509,161488.18310412948
1510,153308.18831030888
1511,151679.28636246646
1512,162900.22979558806
1513,153639.85645674527
1514,159989.979880765
1515,171509.46776621827
1516,159207.0318384969
1517,150243.60889902376
1518,129935.38843905342
1519,223665.58215688076
1520,136554.12161069733
1521,143935.78129287992
1522,163253.91060083453
1523,115824.89921740754
1524,122430.04105167133
1525,125625.66862594674
1526,128225.14957401664
1527,104236.64406308315
1528,127058.2779887619
1529,145215.07560327658
1530,170837.59672479302
1531,119335.34602218811
1532,104397.29954346013
1533,139614.55943478493
1534,116340.72562430125
1535,147875.50196531558
1536,119995.06608549975
1537,74630.21043576638
1538,179728.28635506553
1539,205484.67864373644
1540,104858.80172554743
1541,145043.59980223645
1542,135738.09271002284
1543,223641.25093431177
1544,78010.3074969432
1545,99542.07301022016
1546,121932.42531858908
1547,133553.69496830512
1548,127441.66580287398
1549,111291.14240861504
1550,140757.81722758934
1551,114416.85517474252
1552,136137.92026323802
1553,134542.11963354706
1554,107055.90304942813
1555,163834.2803939849
1556,91781.78986640096
1557,123758.3978400377
1558,85114.24835444662
1559,106054.84777108397
1560,147512.04514389363
1561,135058.87640256208
1562,127079.13895293084
1563,125726.04859232315
1564,161771.42110588422
1565,151465.1455268704
1566,209501.78641345928
1567,76975.77874217888
1568,218516.70288898866
1569,126812.83628074832
1570,115292.53470463495
1571,125570.47499050183
1572,145623.71377087393
1573,238560.07460878344
1574,111236.54983154389
1575,207831.51909295438
1576,206958.85644612825
1577,207697.09516138726
1578,148797.98580606337
1579,141449.076033992
1580,189247.9254324791
1581,139693.35522542553
1582,128263.49243169263
1583,329786.91236573254
1584,238456.36464447793
1585,140724.30763583252
1586,71415.55530180187
1587,99212.78270035387
1588,151979.47954921064
1589,97883.8330382734
1590,132066.53504644794
1591,105269.71592611833
1592,124824.60219636027
1593,116985.70897081852
1594,117698.98944322851
1595,114491.7573767902
1596,233316.2366373914
1597,154311.86414082054
1598,178340.13395214974
1599,196760.55163638978
1600,189449.89858692774
1601,73040.69472396742
1602,100656.54730603317
1603,90274.10246195002
1604,279961.9062671975
1605,252085.72765824388
1606,168835.98285595162
1607,168512.57578163643
1608,219972.59971683816
1609,202803.64671348967
1610,163734.6936796504
1611,149683.46921796518
1612,162231.95260452083
1613,164060.44690360982
1614,119686.966889897
1615,84033.66010100489
1616,79493.65408824677
1617,86493.72131774208
1618,127111.7257191729
1619,132971.17007966107
1620,145199.9220391356
1621,140773.20399923032
1622,147779.56835223708
1623,284530.3744916057
1624,202519.3895375517
1625,130213.73867309933
1626,171887.28825660358
1627,186777.04502449563
1628,277193.5915394507
1629,172767.3913283444
1630,318691.79837984423
1631,230767.89770514387
1632,251028.64658678946
1633,169695.64202557318
1634,181765.72660382814
1635,178329.70161071856
1636,156779.71399027636
1637,173327.37387669148
1638,210121.95101130646
1639,182714.40173862476
1640,254865.53165574095
1641,183796.87919917566
1642,224546.53293093553
1643,229609.47442112904
1644,229409.0789722671
1645,180419.66211327014
1646,149598.88572403014
1647,165116.8779818435
1648,139856.17633852887
1649,138794.38056912375
1650,119140.93115786386
1651,120341.78173515481
1652,90123.61893866477
1653,94174.38240989007
1654,159091.10618672523
1655,164119.70740399417
1656,153701.78222246282
1657,156627.30711288337
1658,157900.73560560876
1659,153776.35415378906
1660,144960.01860178236
1661,444402.78616299905
1662,362950.51647939516
1663,378300.75018968346
1664,433745.224325599
1665,309987.3695447871
1666,323564.08921853435
1667,343334.9678038872
1668,326420.17640500166
1669,295937.9059662442
1670,328145.11773233255
1671,260822.01463650755
1672,481429.854017262
1673,295312.97216564504
1674,254865.2712022545
1675,184146.45526077013
1676,189324.78521895
1677,213176.25905039388
1678,474228.9838057627
1679,372316.59275861265
1680,307824.96890026436
1681,258347.30412472994
1682,300425.259977337
1683,186774.12690511896
1684,170472.86945716984
1685,173932.67056981355
1686,167377.80628974206
1687,168738.52471804668
1688,185600.2742229414
1689,189085.99439998064
1690,183173.78339087457
1691,175659.57102932507
1692,258166.63159254595
1693,167603.0770419916
1694,183207.5280126381
1695,170429.58785979467
1696,271482.205400064
1697,171800.7684023043
1698,335046.78445478744
1699,311746.52793130314
1700,240602.08495327012
1701,253650.25117804177
1702,251624.71320869707
1703,250293.41266923858
1704,294700.15114627784
1705,227720.73856300415
1706,443513.6592329313
1707,222336.0787841554
1708,221308.54115053188
1709,282048.60531553
1710,220393.54031328138
1711,265738.7540075538
1712,242188.6372674755
1713,242363.91653120398
1714,224991.23430284573
1715,200198.5447099969
1716,173311.54866887972
1717,169410.68403477312
1718,127649.27062488782
1719,200956.74818332886
1720,248055.79484620618
1721,169267.29129893755
1722,121276.26036389757
1723,152608.10507554244
1724,214015.66064192326
1725,230163.00746269975
1726,184446.78210005158
1727,170783.400073046
1728,188851.89351622786
1729,164636.84667952702
1730,158602.49261269355
1731,123177.25281263894
1732,132168.964502913
1733,125850.58419997878
1734,127678.85827485027
1735,130928.10677099795
1736,115512.78610865482
1737,360297.7092474366
1738,213859.227207671
1739,262022.16171325996
1740,180856.31219146
